id,genericName,brandName,country,expiryDate,schedule,importerName,importerId,aliases
dEUIHYABFPy-ZFU4AEGW,AMPHOTERICIN B FOR INJECTION USP 50MG,AMPHOTRET,INDIA,06 Dec 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
dUUIHYABFPy-ZFU4AEGW,ANTI RABIES SERUM EQUINE 1000IU IN 5ML,EQUIRAB,INDIA,05 Dec 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
dkUIHYABFPy-ZFU4AEGW,ANTI THYMOCYTE GLOBULIN EQUINE 250MG/5ML,THYMOGAM,INDIA,26 Jul 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
d0UIHYABFPy-ZFU4AEGW,ATENOLOL TABLETS BP 50MG,ATELEB 50,INDIA,23 Oct 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
eEUIHYABFPy-ZFU4AEGW,ATRACURIUM BESYLATE INJECTION USP 10MG/ML,***,INDIA,05 Jan 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
eUUIHYABFPy-ZFU4AEGW,AZITHROMYCIN ORAL SUSPENSION IP 200MG/5ML,AZILEB 200,INDIA,30 Dec 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
ekUIHYABFPy-ZFU4AEGW,AZITHROMYCIN TABLETS USP 500MG,AZILEB 500,INDIA,29 Jan 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
e0UIHYABFPy-ZFU4AEGW,BECLOMETHASONE DIPROPIONATE 0.025% + MICONAZOLE NITRATE 2.00%,BECLOMIN,INDIA,27 May 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
fEUIHYABFPy-ZFU4AEGW,BETAMETHASONE 0.1% & NEOMYCIN SULPHATE 0.5% CREAM,BETALAB N CREAM,INDIA,17 Jun 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
fUUIHYABFPy-ZFU4AEGW,BETAMETHASONE DIPROPIONAE CREAM USP 0.05%,DERMSONE,INDIA,15 May 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
fkUIHYABFPy-ZFU4AEGW,BETAMETHASONE DIPROPIONATE 0.05% MICONAZOLE NITRATE 2%,BECLOMIN,INDIA,04 Mar 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
f0UIHYABFPy-ZFU4AEGW,BETAMETHASONE DIPROPIONATE 0.05%+GENTAMICIN SULFATE 0.1% +CLOTRIMAZOLE CREAM,CANDIGEN BG CREAM,INDIA,18 Nov 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
gEUIHYABFPy-ZFU4AEGW,BETAMETHASONE VALERATE 0.1% B P,BETALEB,INDIA,29 Jun 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
gUUIHYABFPy-ZFU4AEGW,BETAMETHASONE VALERATE B.P 0.1 %,BETALEB,INDIA,04 Oct 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
gkUIHYABFPy-ZFU4AEGW,BUPIVACAINE HYDDROHLORIDE IN DEXTROSE INJECTION USP 0.5%,SAKAINE,INDIA,01 May 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
g0UIHYABFPy-ZFU4AEGW,BUPIVACAINE INJECTION E BP 5MG/ML,BECAINE 5,INDIA,28 May 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
hEUIHYABFPy-ZFU4AEGW,CARBOCISTEINE INJECTION BP 450MG/45ML,CARBOL,INDIA,21 May 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
hUUIHYABFPy-ZFU4AEGW,CARBOPLATIN INJECTION 10MG/1ML,WOMASTIN,INDIA,16 May 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
hkUIHYABFPy-ZFU4AEGW,CARBOPLATIN INJECTION BP 150MG/15ML,CARBOL,INDIA,03 Jun 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
h0UIHYABFPy-ZFU4AEGW,CARBOPROST TROMETHAMINE INJECTION USP 250MCG/ML,ENDOPROST,INDIA,05 Sep 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
iEUIHYABFPy-ZFU4AEGW,CEFPODOXIME PROXETILE FOR ORAL SUSPENSION USP 50MG/5ML,CEFWAR 50,INDIA,15 Jul 2026,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
ikUIHYABFPy-ZFU4AEGW,CHLORPHENIRAMINE 2.5MG+AMMONOIM CHLORIDE 125MG+SODIUM CITRAT BP 55MG/5ML SYRUP,ELCUF,INDIA,02 Aug 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
i0UIHYABFPy-ZFU4AEGW,CHLORPHENIRAMINE MALEATE TABLETS USP 4MG,CEEPM 4,INDIA,15 May 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
jEUIHYABFPy-ZFU4AEGW,CHLORPHENIRAMINE ORAL SOLUTION BP 2MG/5ML,CIPIUM SYRUP,INDIA,24 Jul 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
jUUIHYABFPy-ZFU4AEGW,CHLORPHENIRAMINE TABLETS BP 4MG,CIPIUM,INDIA,17 Nov 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
jkUIHYABFPy-ZFU4AEGW,CIPROFLOXACIN TABLETS BP 250MG,CIPROLEB 250,INDIA,29 Jan 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
j0UIHYABFPy-ZFU4AEGW,CIPROFLOXACIN TABLETS BP 500MG,CIPROLEB 500,INDIA,27 Jul 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
kEUIHYABFPy-ZFU4AEGW,CISPLATIN INJECTION BP 1MG/ML,PLATINEX,INDIA,19 May 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
kUUIHYABFPy-ZFU4AEGW,CLARITHROMYCIN ORAL SUSPENSION USP 125MG/5ML,LARITH,PAKISTAN,02 Jan 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
kkUIHYABFPy-ZFU4AEGW,CLARITHROMYCIN TABLETS USP 250MG,LARITH,PAKISTAN,02 Jan 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
k0UIHYABFPy-ZFU4AEGW,CLARITHROMYCIN TABLETS USP 500MG,LARITH,PAKISTAN,14 Feb 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
lEUIHYABFPy-ZFU4AEGW,CLOBETASOL PROPIONATE 0.05% + GENTAMICIN SULPHATE 0.1% +MICONAZOLE NITRATE 2% CREAM,ENDERM G CREAM,INDIA,17 Jun 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
lUUIHYABFPy-ZFU4AEGW,CLOBETASOL PROPIONATE 0.05% + GENTAMICIN SULPHATE 0.1% +MICONAZOLE NITRATE 2% CREAM,ENDERM-GM,INDIA,05 Jan 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
lkUIHYABFPy-ZFU4AEGW,CLOBETASOL PROPIONATE CREAM BP 0.05%,CIROSOL,INDIA,31 Aug 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
l0UIHYABFPy-ZFU4AEGW,CLOBETASOL PROPIONATE CREAM USP 0.05%,ENDERM,INDIA,13 Sep 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
mEUIHYABFPy-ZFU4AEGW,CLOBETASOL PROPIONATE OINTMENT USP 0.05% w/w,ENDERM OINTMENT,INDIA,07 Aug 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
mUUIHYABFPy-ZFU4AEGW,CLOMIFENE TABLETS BP 50MG,VOI,PAKISTAN,16 Jul 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
mkUIHYABFPy-ZFU4AEGW,CLOTRIMAZOLE 1% CREAM USP,CANDIGEN,INDIA,16 Nov 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
m0UIHYABFPy-ZFU4AEGW,CLOXACILLIN CAPSULES BP 250MG,ALCLOX,INDIA,15 Mar 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
nEUIHYABFPy-ZFU4AEGW,CLOXACILLIN CAPSULES BP 500MG,ALCLOX,INDIA,02 Oct 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
nUUIHYABFPy-ZFU4AEGW,CLOXACILLIN ORAL SOLUTION 125MG/5ML,ALCLOX,INDIA,22 Mar 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
nkUIHYABFPy-ZFU4AEGW,CO-TRIMOXAZOLE ORAL SUSPENSION IP 240MG/5ML,L-TRIM,INDIA,01 Jul 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
n0UIHYABFPy-ZFU4AEGW,DEXTROMETHORPHAN HYDROBROMIDE 10MG+CHLORPHENAMINE MALEATE 2MG PHENYLEPHRINE 5MG/5ML SYRUP,LIBITUS SYRUP,INDIA,18 Nov 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
oEUIHYABFPy-ZFU4AEGW,DEXTROSE INJECTION USP 50%,***,INDIA,29 Jun 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
oUUIHYABFPy-ZFU4AEGW,DIAZEPAM INJECTION B.P 5MG/ML,***,INDIA,25 Oct 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
okUIHYABFPy-ZFU4AEGW,DICLOFENAC TABLETS BP 100MG SLOW RELEASE,ADIFLAM SR,INDIA,30 Dec 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
o0UIHYABFPy-ZFU4AEGW,DICLOFENAC TABLETS BP 50MG,ADIFLAM,INDIA,05 Feb 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
pEUIHYABFPy-ZFU4AEGW,DILTIAZEM HYDROCHLORIDE TABLETS USP 60MG,DILTRIT,INDIA,18 Jun 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
pUUIHYABFPy-ZFU4AEGW,DOBUTAMINE INJECTION USP 12.5MG/ML,***,INDIA,23 Oct 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
pkUIHYABFPy-ZFU4AEGW,DOCETAXEL INJECTION USP 20MG/0.5ML CONCENTRATE & SOLVENT FOR SOLUTION FOR INFUSION,DOCET,INDIA,17 Aug 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
p0UIHYABFPy-ZFU4AEGW,DOPAMINE STERILE CONCENTRATE BP 40MG/ML,*****,INDIA,24 Aug 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
qEUIHYABFPy-ZFU4AEGW,DORZOLAMIDE HYDROCHLORIDE OPTHALMIC SOLUTION 20MG/ML,***,INDIA,23 Nov 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
qUUIHYABFPy-ZFU4AEGW,ERGOMETRINE INJECTION BP 0.5MG IN 1ML,***,INDIA,21 May 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
qkUIHYABFPy-ZFU4AEGW,ERLOTINIB TABLETS 150MG,ERLOTAZ,INDIA,17 Nov 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
q0UIHYABFPy-ZFU4AEGW,ERYTHROPOIETIN RECO.HUMAN ERYTHROPOIETIN ALPHA INJECTION 2000iU,EPIAO,CHINA,16 Aug 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
rEUIHYABFPy-ZFU4AEGW,ESCITALOPRAM TABLETS USP 10MG,DEPSIT,PAKISTAN,09 Jul 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
rUUIHYABFPy-ZFU4AEGW,ESCITALOPRAM TABLETS USP 20MG,DEPSIT,PAKISTAN,09 Jul 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
rkUIHYABFPy-ZFU4AEGW,ESOMEPRAZOLE MAGNESIUM DELAYED RELEASE TABLETS USP 40MG,ZOLERIC,PAKISTAN,31 Jul 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
r0UIHYABFPy-ZFU4AEGW,ESOMEPRAZOLE MAGNESIUM DELAYED RELEASE USP TABLETS 20MG,ZOLERIC,PAKISTAN,31 Jul 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
sEUIHYABFPy-ZFU4AEGW,ETOPOSIDE INJECTION USP 100MG/5ML,ACTITOP,INDIA,18 Oct 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
sUUIHYABFPy-ZFU4AEGW,FLUPENTIXOL INJECTION BP 20MG/ML,FLUPEXOL,INDIA,14 May 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
skUIHYABFPy-ZFU4AEGW,FLUPHENAZINE DECANOATE INJECTION BP 25MG/ML,***,INDIA,16 Jan 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
s0UIHYABFPy-ZFU4AEGW,FUSIDIC ACID CREAM BP 2% W/W,SOFUDAC,INDIA,26 Sep 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
tEUIHYABFPy-ZFU4AEGW,GABAPENTIN CAPSULES USP 100MG,ANATIN,PAKISTAN,05 Mar 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
tUUIHYABFPy-ZFU4AEGW,GABAPENTIN CAPSULES USP 300MG,ANATIN,PAKISTAN,15 Dec 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
tkUIHYABFPy-ZFU4AEGW,GABAPENTIN TABLETS USP 300MG,GABA 300,INDIA,05 Oct 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
t0UIHYABFPy-ZFU4AEGW,GEMCITABINE FOR INJECTION USP 1000MG,CITABOL 1000,INDIA,17 Jun 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
uEUIHYABFPy-ZFU4AEGW,GLIBENCLAMIDE TABLETS BP 5MG,GICLAMIDE TABLET,INDIA,18 Feb 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
uUUIHYABFPy-ZFU4AEGW,HEPARIN IINJECTION BP 5000IU/ML,OPARIN 25,INDIA,25 Oct 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
ukUIHYABFPy-ZFU4AEGW,HUMAN CHORIONIC GONADOTROPHIN INJECTION BP FREEZE DRIED (HIGHLY PURIFIED) 5000 IU,HUCOG,INDIA,06 Jul 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
u0UIHYABFPy-ZFU4AEGW,"HUMAN IMMUNOGLOBULIN, HUMAN INTRAVENOUS USE BP 0.5G/1ML",GAMMA IV,INDIA,29 Sep 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
vEUIHYABFPy-ZFU4AEGW,HUMAN SERUM ALBUMIN INJECTION 20% NORMAL,ALBUMIN-GCC,KOREA,20 Feb 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
vUUIHYABFPy-ZFU4AEGW,HYDRALAZINE HYDROCHLORIDE INJECTION USP 20MG/ML,***,INDIA,17 Jun 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
vkUIHYABFPy-ZFU4AEGW,HYDROCHLOROTHIAZIDE TABLETS BP 25MG,HYDROLEB,INDIA,27 Jun 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
v0UIHYABFPy-ZFU4AEGW,HYDROCORTISONE ACETATE CREAM BP 1%w/w,NETRACORT,INDIA,30 Jan 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
wEUIHYABFPy-ZFU4AEGW,HYDROCORTISONE ACETATE CREAM USP 1%,CORTILEB,INDIA,29 Jun 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
wUUIHYABFPy-ZFU4AEGW,HYDROMELLOSE OPTHALMIC SOLUTION USP 0.3%W/V,***,INDIA,18 Oct 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
wkUIHYABFPy-ZFU4AEGW,IBUPROFEN TABLETS B.P 200MG,IBUT-200,INDIA,17 Nov 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
w0UIHYABFPy-ZFU4AEGW,IMATINIB CAPSULES 100MG,IMATINATE 100,INDIA,05 Dec 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
xEUIHYABFPy-ZFU4AEGW,IMATINIB CAPSULES BP 400MG,IMATINATE 400,INDIA,01 Mar 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
xUUIHYABFPy-ZFU4AEGW,IMIPENAM AND CILASTATIN FOR INJECTION USP 500MG,LASTINEM,INDIA,02 Jun 2022,,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
xkUIHYABFPy-ZFU4AEGW,IRINOTECAN HYDROCHLORIDE 100MG in 5ML,IRINOL,INDIA,02 Nov 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
x0UIHYABFPy-ZFU4AEGW,IRINOTECAN HYDROCHLORIDE INJECTION 40MG/2ML,IRINOL,INDIA,21 May 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
yEUIHYABFPy-ZFU4AEGW,IRON (III) HYDROXIDE POLYMALTOSE 100MG+FOLIC ACID CHEWABLE TABLETS 0.35MG,RBC-F,PAKISTAN,22 Apr 2024,II A,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
yUUIHYABFPy-ZFU4AEGW,IRON III HYDROXIDE POLYMALTOSE COMPLEX EQUIVALENT TO ELEMENTAL IRON 50MG+FOLIC ACID 0.5MG+PYRIDOXINE HYDROXINE HCL 3MG+CYNCOBALAMINE 15MCG /5ML LIQUED,CHELFERRON,INDIA,10 Mar 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
ykUIHYABFPy-ZFU4AEGW,IRON SUCROSE INJECTION USP 20MG/ML,SUFER,INDIA,21 May 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
y0UIHYABFPy-ZFU4AEGW,ISOPRENALINE CONCENTRATE (STERILE) INJECTION BP 1MG/1M,***,INDIA,10 Jan 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
zEUIHYABFPy-ZFU4AEGW,IVABRADINE TABLETS 5MG,IVAGEN 5,PAKISTAN,12 Jul 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
zUUIHYABFPy-ZFU4AEGW,IVABRADINE TABLETS 7.5MG,IVAGEN 7.5,PAKISTAN,10 Jul 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
zkUIHYABFPy-ZFU4AEGW,JAPANESE ENCEPHALITIS VACCINE LIVE ATTENUATE 0.5ML/SINGLE DOSE,RS JEV,CHINA,04 May 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
z0UIHYABFPy-ZFU4AEGW,"JAPANESE ENCEPHALITIS VACCINE,LIVE ATTENUATED 2.5ML/5 DOSE",RS JEV,CHINA,04 May 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
0EUIHYABFPy-ZFU4AEGW,KETAMINE HYDROCHLORIDE INJECTION USP 50MG/ML,KET INJECTION,INDIA,18 Oct 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
0UUIHYABFPy-ZFU4AEGW,KETOCONAZOLE CREAM 2% W/W,DERM KETA CREAM,INDIA,10 Apr 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
0kUIHYABFPy-ZFU4AEGW,LABETALOL HYDROCHLORIDE INJECTION USP 5MG/ML,***,INDIA,11 Oct 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
00UIHYABFPy-ZFU4AEGW,LEUCOVORIN CALCIUM INJECTION USP 10MG/ML,***,INDIA,11 Oct 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
1EUIHYABFPy-ZFU4AEGW,LEVONORGESTREL 1.5MG TABLETS,REVOKE 1.5,INDIA,30 Nov 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
1UUIHYABFPy-ZFU4AEGW,LIDOCAINE HYDROCHLORIDE 2% JELLY USP,METACAIN,INDIA,09 Apr 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
1kUIHYABFPy-ZFU4AEGW,LIGNOCAINE HYDROCHLORIDE GEL IP 2% w/w,CIROCATINE GEL,INDIA,09 Sep 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
10UIHYABFPy-ZFU4AEGW,MACROGEL 4000 POWDER FOR ORAL SOLUTION IN SACHET 10G,CASENLAX 10,SPAIN,25 Feb 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
2EUIHYABFPy-ZFU4AEGW,MAGNESIUM SULPHATE INJECTION BP 50% .W/V,MAGCI-50,INDIA,23 Apr 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
2UUIHYABFPy-ZFU4AEGW,MELOXICAM TABLETS BP 15MG,MOZTA,PAKISTAN,13 Jul 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
2kUIHYABFPy-ZFU4AEGW,MENOTROPHIN FOR INJECTION BP 75 IU,BSV-HUMOG-75HP,INDIA,08 Nov 2025,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
20UIHYABFPy-ZFU4AEGW,METHOTREXATE INJECTION BP 50MG/2ML,EMTHEX 50,INDIA,20 Jul 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
3EUIHYABFPy-ZFU4AEGW,METHOTREXATE INJECTION USP 500MG/5ML GLASS VIAL,TREXOL,INDIA,29 May 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
3UUIHYABFPy-ZFU4AEGW,METHOTREXATE TABLETS BP 2.5MG,EMTHEX 2.5,INDIA,13 Sep 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
3kUIHYABFPy-ZFU4AEGW,METHYLENE BLUE INJECTION USP 1% W/V,***,INDIA,26 Dec 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
30UIHYABFPy-ZFU4AEGW,METOCLOPRAMIDE TABLETS BP 10MG,REGURG,INDIA,18 Nov 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
4UUIHYABFPy-ZFU4AEGW,METRONIDAZOLE TABLETS BP 200MG,METROLEB-200,INDIA,18 Feb 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
4kUIHYABFPy-ZFU4AEGW,METRONIDAZOLE TABLETS BP 400MG,METROLEB 400,INDIA,17 Nov 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
40UIHYABFPy-ZFU4AEGW,MICONAZOLE OROMUCOSAL GEL BP,OROMUCORAL GEL,INDIA,21 Sep 2026,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
5EUIHYABFPy-ZFU4AEGW,MOMETASONE FUROATE CREAM USP 0.1% W/W,MOMSON,INDIA,11 Jul 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
5UUIHYABFPy-ZFU4AEGW,MONTELUKAST SODIUM CHEWABLE TABLETS 4MG,LEUGEN,PAKISTAN,15 Jul 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
5kUIHYABFPy-ZFU4AEGW,MONTELUKAST SODIUM CHEWABLE TABLETS USP 5MG,LEUGEN,PAKISTAN,09 Apr 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
50UIHYABFPy-ZFU4AEGW,MOXIFLOXACIN OPTHALMIC SOLUTION USP 0.5%,X-GEN,PAKISTAN,17 Jan 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
6EUIHYABFPy-ZFU4AEGW,MUPIROCIN OINTMENT BP 2.0% w/w,***,INDIA,08 Mar 2026,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
6UUIHYABFPy-ZFU4AEGW,NALIDIXIC ACID TABLETS BP 500MG,NALIX 500,INDIA,21 May 2024,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
6kUIHYABFPy-ZFU4AEGW,NAPROXEN SODIUM TABLETS USP 500MG,GENOXEN,PAKISTAN,07 Jun 2023,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
60UIHYABFPy-ZFU4AEGW,NATAMYCIN OPTHALMIC SUSPENSION USP 50MG/ML,***,INDIA,21 May 2022,II B,Ceyoka (Pvt) Ltd,Q2V5b2thIChQdnQpIEx0ZA==,
